Iter  | Wout Imp | Green It | Nb Yello | Nb Red I | LB         | Lagr Cost | Real Cost | Primal Co | UB     | Step   | Lambda   | Alpha    | Feasibility | Time      | 
1859  | 7        | 0        | 0        | 7        | 19.360483  | 19.340329 | 0.000000  | 18.691522 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.841410  | 
1860  | 8        | 0        | 0        | 8        | 19.360483  | 19.347880 | 59.000000 | 18.691936 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.852282  | 
1861  | 9        | 0        | 0        | 9        | 19.360483  | 19.339987 | 59.000000 | 18.693109 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.854841  | 
1862  | 10       | 0        | 0        | 10       | 19.360483  | 19.344096 | 0.000000  | 18.693210 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.857381  | 
1863  | 11       | 0        | 0        | 11       | 19.360483  | 19.340400 | 0.000000  | 18.696116 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.860455  | 
1864  | 12       | 0        | 0        | 12       | 19.360483  | 19.350537 | 59.000000 | 18.696417 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.862821  | 
1865  | 13       | 0        | 0        | 13       | 19.360483  | 19.344854 | 59.000000 | 18.697557 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.865086  | 
1866  | 14       | 0        | 0        | 14       | 19.360483  | 19.345800 | 0.000000  | 18.697658 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.867124  | 
1867  | 15       | 0        | 0        | 15       | 19.360483  | 19.342001 | 0.000000  | 18.700442 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.869200  | 
1868  | 16       | 0        | 0        | 16       | 19.360483  | 19.346290 | 59.000000 | 18.700735 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.871427  | 
1869  | 17       | 0        | 0        | 17       | 19.360483  | 19.340656 | 59.000000 | 18.701889 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.873451  | 
1870  | 18       | 0        | 0        | 18       | 19.360483  | 19.346367 | 0.000000  | 18.701990 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.876251  | 
1871  | 19       | 0        | 0        | 19       | 19.360483  | 19.342763 | 0.000000  | 18.704802 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.879341  | 
1872  | 20       | 0        | 0        | 20       | 19.360483  | 19.355324 | 59.000000 | 18.704925 | 45.000 | 0.0006 | 0.014493 | 0.001563 | NO          | 4.882179  | 
1873  | 21       | 0        | 0        | 1        | 19.360483  | 19.355700 | 59.000000 | 18.706001 | 45.000 | 0.0004 | 0.009710 | 0.001563 | NO          | 4.884194  | 
1874  | 22       | 0        | 0        | 2        | 19.360483  | 19.358983 | 0.000000  | 18.706103 | 45.000 | 0.0004 | 0.009710 | 0.001563 | NO          | 4.886427  | 
1875  | 23       | 0        | 0        | 3        | 19.360483  | 19.356864 | 0.000000  | 18.708861 | 45.000 | 0.0004 | 0.009710 | 0.001563 | NO          | 4.888543  | 
1876  | 0        | 1        | 0        | 0        | 19.376944  | 19.376944 | 0.000000  | 18.709458 | 45.000 | 0.0004 | 0.009710 | 0.001563 | NO          | 4.890780  | 
1877  | 0        | 1        | 0        | 0        | 19.383092  | 19.383092 | 0.000000  | 18.710510 | 45.000 | 0.0005 | 0.010681 | 0.001563 | NO          | 4.893229  | 
1878  | 1        | 0        | 0        | 1        | 19.383092  | 19.371957 | 59.000000 | 18.711352 | 45.000 | 0.0005 | 0.011749 | 0.001563 | NO          | 4.895431  | 
1879  | 2        | 0        | 0        | 2        | 19.383092  | 19.356127 | 59.000000 | 18.712722 | 45.000 | 0.0005 | 0.011749 | 0.001563 | NO          | 4.897523  | 
1880  | 3        | 0        | 0        | 3        | 19.383092  | 19.356541 | 0.000000  | 18.712822 | 45.000 | 0.0005 | 0.011749 | 0.001563 | NO          | 4.899589  | 
1881  | 4        | 0        | 0        | 4        | 19.383092  | 19.353626 | 0.000000  | 18.715673 | 45.000 | 0.0005 | 0.011749 | 0.001563 | NO          | 4.901711  | 
1882  | 0        | 1        | 0        | 0        | 19.383193  | 19.383193 | 59.000000 | 18.715777 | 45.000 | 0.0005 | 0.011749 | 0.001563 | NO          | 4.904042  | 
1883  | 1        | 0        | 0        | 1        | 19.383193  | 19.366244 | 59.000000 | 18.716956 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.906217  | 
1884  | 2        | 0        | 0        | 2        | 19.383193  | 19.374496 | 0.000000  | 18.717059 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.908647  | 
1885  | 3        | 0        | 0        | 3        | 19.383193  | 19.371074 | 0.000000  | 18.719907 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.910879  | 
1886  | 4        | 0        | 0        | 4        | 19.383193  | 19.365938 | 59.000000 | 18.720008 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.913059  | 
1887  | 5        | 0        | 0        | 5        | 19.383193  | 19.363990 | 59.000000 | 18.721179 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.915176  | 
1888  | 6        | 0        | 0        | 6        | 19.383193  | 19.378768 | 0.000000  | 18.721281 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.917239  | 
1889  | 7        | 0        | 0        | 7        | 19.383193  | 19.375325 | 0.000000  | 18.724061 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.919400  | 
1890  | 8        | 0        | 0        | 8        | 19.383193  | 19.372975 | 59.000000 | 18.724300 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.928063  | 
1891  | 9        | 0        | 0        | 9        | 19.383193  | 19.368925 | 59.000000 | 18.725443 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.930434  | 
1892  | 10       | 0        | 0        | 10       | 19.383193  | 19.379744 | 0.000000  | 18.725545 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.932617  | 
1893  | 11       | 0        | 0        | 11       | 19.383193  | 19.376059 | 0.000000  | 18.728227 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.934677  | 
1894  | 12       | 0        | 0        | 12       | 19.383193  | 19.362220 | 59.000000 | 18.728316 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.936752  | 
1895  | 13       | 0        | 0        | 13       | 19.383193  | 19.360648 | 59.000000 | 18.729513 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.939163  | 
1896  | 14       | 0        | 0        | 14       | 19.383193  | 19.380833 | 0.000000  | 18.729615 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.941398  | 
1897  | 15       | 0        | 0        | 15       | 19.383193  | 19.377273 | 0.000000  | 18.732374 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.943522  | 
1898  | 16       | 0        | 0        | 16       | 19.383193  | 19.367015 | 59.000000 | 18.732473 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.945675  | 
1899  | 17       | 0        | 0        | 17       | 19.383193  | 19.365353 | 59.000000 | 18.733625 | 45.000 | 0.0006 | 0.012924 | 0.001563 | NO          | 4.947734  | 
1900  | 18       | 0        | 0        | 18       | 19.383193  | 19.379702 | 0.000000  | 18.733675 | 45.000 | 0.0006 | 0.012924 | 0.000781 | NO          | 4.949741  | 
1901  | 19       | 0        | 0        | 19       | 19.383193  | 19.378065 | 0.000000  | 18.735936 | 45.000 | 0.0006 | 0.012924 | 0.000781 | NO          | 4.951714  | 
1902  | 0        | 1        | 0        | 0        | 19.409312  | 19.409312 | 59.000000 | 18.736462 | 45.000 | 0.0006 | 0.012924 | 0.000781 | NO          | 4.953952  | 
1903  | 0        | 1        | 0        | 0        | 19.416051  | 19.416051 | 59.000000 | 18.736965 | 45.000 | 0.0006 | 0.014216 | 0.000781 | NO          | 4.956341  | 
1904  | 1        | 0        | 0        | 1        | 19.416051  | 19.401907 | 0.000000  | 18.737017 | 45.000 | 0.0007 | 0.015638 | 0.000781 | NO          | 4.958436  | 
1905  | 2        | 0        | 0        | 2        | 19.416051  | 19.399991 | 0.000000  | 18.738548 | 45.000 | 0.0007 | 0.015638 | 0.000781 | NO          | 4.960661  | 
1906  | 3        | 0        | 0        | 3        | 19.416051  | 19.409942 | 59.000000 | 18.739073 | 45.000 | 0.0007 | 0.015638 | 0.000781 | NO          | 4.962726  | 
1907  | 4        | 0        | 0        | 4        | 19.416051  | 19.395447 | 59.000000 | 18.739759 | 45.000 | 0.0007 | 0.015638 | 0.000781 | NO          | 4.964965  | 
1908  | 5        | 0        | 0        | 5        | 19.416051  | 19.409728 | 0.000000  | 18.739811 | 45.000 | 0.0007 | 0.015638 | 0.000781 | NO          | 4.966894  | 
1909  | 6        | 0        | 0        | 6        | 19.416051  | 19.407753 | 0.000000  | 18.741058 | 45.000 | 0.0007 | 0.015638 | 0.000781 | NO          | 4.968857  | 
1910  | 0        | 1        | 0        | 0        | 19.430441  | 19.430441 | 59.000000 | 18.741597 | 45.000 | 0.0007 | 0.015638 | 0.000781 | NO          | 4.970908  | 
1911  | 1        | 0        | 0        | 1        | 19.430441  | 19.426017 | 59.000000 | 18.742187 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.972938  | 
1912  | 2        | 0        | 0        | 2        | 19.430441  | 19.417847 | 0.000000  | 18.742240 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.975109  | 
1913  | 3        | 0        | 0        | 3        | 19.430441  | 19.415535 | 0.000000  | 18.743511 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.977168  | 
1914  | 4        | 0        | 0        | 4        | 19.430441  | 19.424310 | 59.000000 | 18.743962 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.979091  | 
1915  | 5        | 0        | 0        | 5        | 19.430441  | 19.412634 | 59.000000 | 18.744620 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.980926  | 
1916  | 6        | 0        | 0        | 6        | 19.430441  | 19.420363 | 0.000000  | 18.744672 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.982830  | 
1917  | 7        | 0        | 0        | 7        | 19.430441  | 19.417858 | 0.000000  | 18.745876 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.984674  | 
1918  | 8        | 0        | 0        | 8        | 19.430441  | 19.428731 | 59.000000 | 18.745937 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.986495  | 
1919  | 9        | 0        | 0        | 9        | 19.430441  | 19.427060 | 59.000000 | 18.746498 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.988818  | 
1920  | 10       | 0        | 0        | 10       | 19.430441  | 19.425119 | 0.000000  | 18.746551 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.996859  | 
1921  | 11       | 0        | 0        | 11       | 19.430441  | 19.422715 | 0.000000  | 18.747664 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 4.998906  | 
1922  | 0        | 1        | 0        | 0        | 19.435416  | 19.435416 | 59.000000 | 18.747909 | 45.000 | 0.0008 | 0.017202 | 0.000781 | NO          | 5.000847  | 
1923  | 1        | 0        | 0        | 1        | 19.435416  | 19.428348 | 59.000000 | 18.748498 | 45.000 | 0.0008 | 0.018922 | 0.000781 | NO          | 5.002671  | 
1924  | 0        | 1        | 0        | 0        | 19.436911  | 19.436911 | 0.000000  | 18.748552 | 45.000 | 0.0008 | 0.018922 | 0.000781 | NO          | 5.005113  | 
1925  | 1        | 0        | 0        | 1        | 19.436911  | 19.402957 | 0.000000  | 18.749732 | 45.000 | 0.0009 | 0.020814 | 0.000781 | NO          | 5.007150  | 
1926  | 0        | 1        | 0        | 0        | 19.458799  | 19.458799 | 0.000000  | 18.749855 | 45.000 | 0.0009 | 0.020814 | 0.000781 | NO          | 5.009123  | 
1927  | 0        | 1        | 0        | 0        | 19.479723  | 19.479723 | 59.000000 | 18.749938 | 45.000 | 0.0010 | 0.022896 | 0.000781 | NO          | 5.011043  | 
1928  | 1        | 0        | 0        | 1        | 19.479723  | 19.449535 | 59.000000 | 18.750681 | 45.000 | 0.0011 | 0.025185 | 0.000781 | NO          | 5.012898  | 
1929  | 2        | 0        | 0        | 2        | 19.479723  | 19.458104 | 0.000000  | 18.750736 | 45.000 | 0.0011 | 0.025185 | 0.000781 | NO          | 5.014668  | 
1930  | 3        | 0        | 0        | 3        | 19.479723  | 19.454894 | 0.000000  | 18.751983 | 45.000 | 0.0011 | 0.025185 | 0.000781 | NO          | 5.016442  | 
1931  | 4        | 0        | 0        | 4        | 19.479723  | 19.477973 | 59.000000 | 18.752285 | 45.000 | 0.0011 | 0.025185 | 0.000781 | NO          | 5.018391  | 
1932  | 5        | 0        | 0        | 5        | 19.479723  | 19.464471 | 59.000000 | 18.752957 | 45.000 | 0.0011 | 0.025185 | 0.000781 | NO          | 5.020461  | 
1933  | 6        | 0        | 0        | 6        | 19.479723  | 19.464371 | 0.000000  | 18.753012 | 45.000 | 0.0011 | 0.025185 | 0.000781 | NO          | 5.022724  | 
1934  | 7        | 0        | 0        | 7        | 19.479723  | 19.460958 | 0.000000  | 18.754234 | 45.000 | 0.0011 | 0.025185 | 0.000781 | NO          | 5.024652  | 
1935  | 0        | 1        | 0        | 0        | 19.482463  | 19.482463 | 59.000000 | 18.754496 | 45.000 | 0.0011 | 0.025185 | 0.000781 | NO          | 5.026540  | 
1936  | 1        | 0        | 0        | 1        | 19.482463  | 19.462481 | 59.000000 | 18.755177 | 45.000 | 0.0012 | 0.027704 | 0.000781 | NO          | 5.028440  | 
1937  | 0        | 1        | 0        | 0        | 19.487294  | 19.487294 | 0.000000  | 18.755234 | 45.000 | 0.0012 | 0.027704 | 0.000781 | NO          | 5.030339  | 
1938  | 1        | 0        | 0        | 1        | 19.487294  | 19.401890 | 0.000000  | 18.756429 | 45.000 | 0.0020 | 0.030474 | 0.000781 | NO          | 5.032118  | 
1939  | 0        | 1        | 0        | 0        | 19.529462  | 19.529462 | 59.000000 | 18.756566 | 45.000 | 0.0020 | 0.030474 | 0.000781 | NO          | 5.034024  | 
1940  | 1        | 0        | 0        | 1        | 19.529462  | 19.440778 | 59.000000 | 18.757397 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.035892  | 
1941  | 2        | 0        | 0        | 2        | 19.529462  | 19.467041 | 0.000000  | 18.757452 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.037928  | 
1942  | 3        | 0        | 0        | 3        | 19.529462  | 19.460349 | 0.000000  | 18.758853 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.040041  | 
1943  | 4        | 0        | 0        | 4        | 19.529462  | 19.474327 | 59.000000 | 18.759020 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.042023  | 
1944  | 5        | 0        | 0        | 5        | 19.529462  | 19.461429 | 59.000000 | 18.759785 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.043947  | 
1945  | 6        | 0        | 0        | 6        | 19.529462  | 19.481461 | 0.000000  | 18.759841 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.045757  | 
1946  | 7        | 0        | 0        | 7        | 19.529462  | 19.474337 | 0.000000  | 18.761139 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.047571  | 
1947  | 8        | 0        | 0        | 8        | 19.529462  | 19.481749 | 59.000000 | 18.761196 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.049431  | 
1948  | 9        | 0        | 0        | 9        | 19.529462  | 19.477467 | 59.000000 | 18.761925 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.051272  | 
1949  | 10       | 0        | 0        | 10       | 19.529462  | 19.488497 | 0.000000  | 18.761982 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.053080  | 
1950  | 11       | 0        | 0        | 11       | 19.529462  | 19.481362 | 0.000000  | 18.763265 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.061291  | 
1951  | 12       | 0        | 0        | 12       | 19.529462  | 19.476239 | 59.000000 | 18.763270 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.063181  | 
1952  | 13       | 0        | 0        | 13       | 19.529462  | 19.475903 | 59.000000 | 18.764021 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.065075  | 
1953  | 14       | 0        | 0        | 14       | 19.529462  | 19.486281 | 0.000000  | 18.764077 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.066868  | 
1954  | 15       | 0        | 0        | 15       | 19.529462  | 19.479059 | 0.000000  | 18.765354 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.068647  | 
1955  | 16       | 0        | 0        | 16       | 19.529462  | 19.480596 | 59.000000 | 18.765410 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.070571  | 
1956  | 17       | 0        | 0        | 17       | 19.529462  | 19.476360 | 59.000000 | 18.766160 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.073069  | 
1957  | 18       | 0        | 0        | 18       | 19.529462  | 19.483789 | 0.000000  | 18.766216 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.075146  | 
1958  | 19       | 0        | 0        | 19       | 19.529462  | 19.476431 | 0.000000  | 18.767495 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.077170  | 
1959  | 20       | 0        | 0        | 20       | 19.529462  | 19.489228 | 59.000000 | 18.767551 | 45.000 | 0.0022 | 0.033521 | 0.000781 | NO          | 5.079137  | 
1960  | 21       | 0        | 0        | 1        | 19.529462  | 19.503034 | 59.000000 | 18.768279 | 45.000 | 0.0015 | 0.022459 | 0.000781 | NO          | 5.081078  | 
1961  | 22       | 0        | 0        | 2        | 19.529462  | 19.523319 | 0.000000  | 18.768338 | 45.000 | 0.0015 | 0.022459 | 0.000781 | NO          | 5.082972  | 
1962  | 23       | 0        | 0        | 3        | 19.529462  | 19.518738 | 0.000000  | 18.769526 | 45.000 | 0.0015 | 0.022459 | 0.000781 | NO          | 5.084811  | 
1963  | 0        | 1        | 0        | 0        | 19.534884  | 19.534884 | 59.000000 | 18.769554 | 45.000 | 0.0015 | 0.022459 | 0.000781 | NO          | 5.086904  | 
1964  | 1        | 0        | 0        | 1        | 19.534884  | 19.509037 | 59.000000 | 18.770277 | 45.000 | 0.0016 | 0.024705 | 0.000781 | NO          | 5.089158  | 
1965  | 0        | 1        | 0        | 0        | 19.537183  | 19.537183 | 0.000000  | 18.770336 | 45.000 | 0.0016 | 0.024705 | 0.000781 | NO          | 5.091193  | 
1966  | 1        | 0        | 0        | 1        | 19.537183  | 19.448491 | 0.000000  | 18.771734 | 45.000 | 0.0018 | 0.027176 | 0.000781 | NO          | 5.093054  | 
1967  | 0        | 1        | 0        | 0        | 19.581844  | 19.581844 | 0.000000  | 18.771750 | 45.000 | 0.0018 | 0.027176 | 0.000781 | NO          | 5.095042  | 
1968  | 1        | 0        | 0        | 1        | 19.581844  | 19.526590 | 59.000000 | 18.771858 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.096865  | 
1969  | 2        | 0        | 0        | 2        | 19.581844  | 19.517526 | 59.000000 | 18.772815 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.098706  | 
1970  | 3        | 0        | 0        | 3        | 19.581844  | 19.525398 | 0.000000  | 18.772874 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.100494  | 
1971  | 4        | 0        | 0        | 4        | 19.581844  | 19.519333 | 0.000000  | 18.774234 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.102344  | 
1972  | 5        | 0        | 0        | 5        | 19.581844  | 19.554342 | 59.000000 | 18.774243 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.104296  | 
1973  | 6        | 0        | 0        | 6        | 19.581844  | 19.553665 | 59.000000 | 18.775090 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.106440  | 
1974  | 7        | 0        | 0        | 7        | 19.581844  | 19.535542 | 0.000000  | 18.775150 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.108388  | 
1975  | 8        | 0        | 0        | 8        | 19.581844  | 19.529187 | 0.000000  | 18.776456 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.110304  | 
1976  | 9        | 0        | 0        | 9        | 19.581844  | 19.555307 | 59.000000 | 18.776517 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.112108  | 
1977  | 10       | 0        | 0        | 10       | 19.581844  | 19.550670 | 59.000000 | 18.777362 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.113909  | 
1978  | 11       | 0        | 0        | 11       | 19.581844  | 19.540898 | 0.000000  | 18.777422 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.115739  | 
1979  | 12       | 0        | 0        | 12       | 19.581844  | 19.534528 | 0.000000  | 18.778668 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.117658  | 
1980  | 13       | 0        | 0        | 13       | 19.581844  | 19.569382 | 59.000000 | 18.778730 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.126019  | 
1981  | 14       | 0        | 0        | 14       | 19.581844  | 19.564373 | 59.000000 | 18.779549 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.127992  | 
1982  | 15       | 0        | 0        | 15       | 19.581844  | 19.553903 | 0.000000  | 18.779609 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.129877  | 
1983  | 16       | 0        | 0        | 16       | 19.581844  | 19.547552 | 0.000000  | 18.780800 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.131834  | 
1984  | 17       | 0        | 0        | 17       | 19.581844  | 19.568627 | 59.000000 | 18.780862 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.133734  | 
1985  | 18       | 0        | 0        | 18       | 19.581844  | 19.563747 | 59.000000 | 18.781705 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.135564  | 
1986  | 19       | 0        | 0        | 19       | 19.581844  | 19.542310 | 0.000000  | 18.781764 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.137446  | 
1987  | 20       | 0        | 0        | 20       | 19.581844  | 19.535767 | 0.000000  | 18.783028 | 45.000 | 0.0019 | 0.029893 | 0.000781 | NO          | 5.139801  | 
1988  | 0        | 1        | 0        | 0        | 19.582090  | 19.582090 | 59.000000 | 18.783091 | 45.000 | 0.0013 | 0.020029 | 0.000781 | NO          | 5.141907  | 
1989  | 1        | 0        | 0        | 1        | 19.582090  | 19.535560 | 59.000000 | 18.783982 | 45.000 | 0.0014 | 0.022031 | 0.000781 | NO          | 5.143830  | 
1990  | 0        | 1        | 0        | 0        | 19.595581  | 19.595581 | 0.000000  | 18.784046 | 45.000 | 0.0014 | 0.022031 | 0.000781 | NO          | 5.145836  | 
1991  | 1        | 0        | 0        | 1        | 19.595581  | 19.520363 | 0.000000  | 18.785547 | 45.000 | 0.0015 | 0.024235 | 0.000781 | NO          | 5.147694  | 
1992  | 0        | 1        | 0        | 0        | 19.622409  | 19.622409 | 59.000000 | 18.785616 | 45.000 | 0.0016 | 0.024235 | 0.000781 | NO          | 5.149612  | 
1993  | 1        | 0        | 0        | 1        | 19.622409  | 19.527303 | 59.000000 | 18.786691 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.151431  | 
1994  | 2        | 0        | 0        | 2        | 19.622409  | 19.574020 | 0.000000  | 18.786753 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.153465  | 
1995  | 3        | 0        | 0        | 3        | 19.622409  | 19.568848 | 0.000000  | 18.788369 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.155799  | 
1996  | 4        | 0        | 0        | 4        | 19.622409  | 19.570777 | 59.000000 | 18.788471 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.157820  | 
1997  | 5        | 0        | 0        | 5        | 19.622409  | 19.563705 | 59.000000 | 18.789400 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.159736  | 
1998  | 6        | 0        | 0        | 6        | 19.622409  | 19.593465 | 0.000000  | 18.789463 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.161712  | 
1999  | 7        | 0        | 0        | 7        | 19.622409  | 19.587813 | 0.000000  | 18.790879 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.163523  | 
2000  | 8        | 0        | 0        | 8        | 19.622409  | 19.574665 | 59.000000 | 18.790940 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.165344  | 
2001  | 9        | 0        | 0        | 9        | 19.622409  | 19.570593 | 59.000000 | 18.791843 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.167148  | 
2002  | 10       | 0        | 0        | 10       | 19.622409  | 19.599536 | 0.000000  | 18.791906 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.169231  | 
2003  | 11       | 0        | 0        | 11       | 19.622409  | 19.593892 | 0.000000  | 18.793262 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.171563  | 
2004  | 12       | 0        | 0        | 12       | 19.622409  | 19.582728 | 59.000000 | 18.793323 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.173641  | 
2005  | 13       | 0        | 0        | 13       | 19.622409  | 19.578202 | 59.000000 | 18.794204 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.175698  | 
2006  | 14       | 0        | 0        | 14       | 19.622409  | 19.609105 | 0.000000  | 18.794268 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.177830  | 
2007  | 15       | 0        | 0        | 15       | 19.622409  | 19.603439 | 0.000000  | 18.795535 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.179699  | 
2008  | 16       | 0        | 0        | 16       | 19.622409  | 19.590962 | 59.000000 | 18.795598 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.181511  | 
2009  | 17       | 0        | 0        | 17       | 19.622409  | 19.586337 | 59.000000 | 18.796456 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.183667  | 
2010  | 18       | 0        | 0        | 18       | 19.622409  | 19.607994 | 0.000000  | 18.796520 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.192375  | 
2011  | 19       | 0        | 0        | 19       | 19.622409  | 19.602278 | 0.000000  | 18.797788 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.194452  | 
2012  | 20       | 0        | 0        | 20       | 19.622409  | 19.597138 | 59.000000 | 18.797850 | 45.000 | 0.0017 | 0.026658 | 0.000781 | NO          | 5.196417  | 
2013  | 21       | 0        | 0        | 1        | 19.622409  | 19.605893 | 59.000000 | 18.798643 | 45.000 | 0.0011 | 0.017861 | 0.000781 | NO          | 5.198327  | 
2014  | 0        | 1        | 0        | 0        | 19.638676  | 19.638676 | 0.000000  | 18.798708 | 45.000 | 0.0011 | 0.017861 | 0.000781 | NO          | 5.200254  | 
2015  | 1        | 0        | 0        | 1        | 19.638676  | 19.611790 | 0.000000  | 18.799720 | 45.000 | 0.0012 | 0.019647 | 0.000781 | NO          | 5.202136  | 
2016  | 0        | 1        | 0        | 0        | 19.669365  | 19.669365 | 0.000000  | 18.800018 | 45.000 | 0.0012 | 0.019647 | 0.000781 | NO          | 5.204192  | 
