Iter  | Wout Imp | Green It | Nb Yello | Nb Red I | LB         | Lagr Cost | Real Cost | Primal Co | UB     | Step   | Lambda   | Alpha    | Feasibility | Time      | 
784   | 3        | 0        | 0        | 3        | 16.423166  | 16.348152 | 0.000000  | 16.361849 | 45.000 | 0.0000 | 0.014291 | 0.025000 | NO          | 2.203878  | 
785   | 4        | 0        | 0        | 4        | 16.423166  | 16.347353 | 0.000000  | 16.360515 | 45.000 | 0.0000 | 0.014291 | 0.025000 | NO          | 2.205881  | 
786   | 0        | 1        | 0        | 0        | 16.441963  | 16.441963 | 0.000000  | 16.361282 | 45.000 | 0.0001 | 0.014291 | 0.025000 | NO          | 2.207845  | 
787   | 1        | 0        | 0        | 1        | 16.441963  | 16.435460 | 59.000000 | 16.361725 | 45.000 | 0.0001 | 0.015720 | 0.025000 | NO          | 2.209748  | 
788   | 2        | 0        | 0        | 2        | 16.441963  | 16.418452 | 59.000000 | 16.363388 | 45.000 | 0.0001 | 0.015720 | 0.025000 | NO          | 2.211691  | 
789   | 3        | 0        | 0        | 3        | 16.441963  | 16.378091 | 0.000000  | 16.363424 | 45.000 | 0.0000 | 0.015720 | 0.025000 | NO          | 2.213620  | 
790   | 4        | 0        | 0        | 4        | 16.441963  | 16.377084 | 0.000000  | 16.364717 | 45.000 | 0.0000 | 0.015720 | 0.025000 | NO          | 2.215450  | 
791   | 0        | 1        | 0        | 0        | 16.459647  | 16.459647 | 0.000000  | 16.366756 | 45.000 | 0.0001 | 0.015720 | 0.025000 | NO          | 2.217389  | 
792   | 1        | 0        | 0        | 1        | 16.459647  | 16.427010 | 59.000000 | 16.367785 | 45.000 | 0.0001 | 0.017292 | 0.025000 | NO          | 2.219284  | 
793   | 2        | 0        | 0        | 2        | 16.459647  | 16.384443 | 59.000000 | 16.368281 | 45.000 | 0.0001 | 0.017292 | 0.025000 | NO          | 2.221274  | 
794   | 3        | 0        | 0        | 3        | 16.459647  | 16.394433 | 0.000000  | 16.368346 | 45.000 | 0.0001 | 0.017292 | 0.025000 | NO          | 2.223196  | 
795   | 4        | 0        | 0        | 4        | 16.459647  | 16.393849 | 0.000000  | 16.370939 | 45.000 | 0.0000 | 0.017292 | 0.025000 | NO          | 2.225207  | 
796   | 5        | 0        | 0        | 5        | 16.459647  | 16.443903 | 59.000000 | 16.371659 | 45.000 | 0.0001 | 0.017292 | 0.025000 | NO          | 2.227120  | 
797   | 6        | 0        | 0        | 6        | 16.459647  | 16.422277 | 59.000000 | 16.373073 | 45.000 | 0.0001 | 0.017292 | 0.025000 | NO          | 2.228980  | 
798   | 7        | 0        | 0        | 7        | 16.459647  | 16.403655 | 0.000000  | 16.373149 | 45.000 | 0.0001 | 0.017292 | 0.025000 | NO          | 2.230867  | 
799   | 8        | 0        | 0        | 8        | 16.459647  | 16.402782 | 0.000000  | 16.375972 | 45.000 | 0.0001 | 0.017292 | 0.025000 | NO          | 2.232761  | 
800   | 0        | 1        | 0        | 0        | 16.472979  | 16.472979 | 0.000000  | 16.377185 | 45.000 | 0.0001 | 0.017292 | 0.012500 | NO          | 2.234718  | 
801   | 1        | 0        | 0        | 1        | 16.472979  | 16.427955 | 59.000000 | 16.377819 | 45.000 | 0.0001 | 0.019022 | 0.012500 | NO          | 2.236607  | 
802   | 2        | 0        | 0        | 2        | 16.472979  | 16.385895 | 59.000000 | 16.377951 | 45.000 | 0.0001 | 0.019022 | 0.012500 | NO          | 2.238687  | 
803   | 3        | 0        | 0        | 3        | 16.472979  | 16.427526 | 0.000000  | 16.378013 | 45.000 | 0.0001 | 0.019022 | 0.012500 | NO          | 2.240603  | 
804   | 4        | 0        | 0        | 4        | 16.472979  | 16.423941 | 0.000000  | 16.380422 | 45.000 | 0.0001 | 0.019022 | 0.012500 | NO          | 2.242618  | 
805   | 0        | 1        | 0        | 0        | 16.497375  | 16.497375 | 0.000000  | 16.380482 | 45.000 | 0.0002 | 0.019022 | 0.012500 | NO          | 2.245160  | 
806   | 0        | 1        | 0        | 0        | 16.504482  | 16.504482 | 59.000000 | 16.381328 | 45.000 | 0.0002 | 0.020924 | 0.012500 | NO          | 2.247575  | 
807   | 1        | 0        | 0        | 1        | 16.504482  | 16.480969 | 59.000000 | 16.382652 | 45.000 | 0.0002 | 0.023016 | 0.012500 | NO          | 2.250019  | 
808   | 2        | 0        | 0        | 2        | 16.504482  | 16.463941 | 0.000000  | 16.382753 | 45.000 | 0.0002 | 0.023016 | 0.012500 | NO          | 2.252354  | 
809   | 3        | 0        | 0        | 3        | 16.504482  | 16.458291 | 0.000000  | 16.386083 | 45.000 | 0.0002 | 0.023016 | 0.012500 | NO          | 2.254770  | 
810   | 0        | 1        | 0        | 0        | 16.511245  | 16.511245 | 59.000000 | 16.386145 | 45.000 | 0.0002 | 0.023016 | 0.012500 | NO          | 2.263953  | 
811   | 1        | 0        | 0        | 1        | 16.511245  | 16.507396 | 59.000000 | 16.387684 | 45.000 | 0.0002 | 0.025318 | 0.012500 | NO          | 2.266271  | 
812   | 2        | 0        | 0        | 2        | 16.511245  | 16.493054 | 0.000000  | 16.387815 | 45.000 | 0.0002 | 0.025318 | 0.012500 | NO          | 2.268375  | 
813   | 3        | 0        | 0        | 3        | 16.511245  | 16.486706 | 0.000000  | 16.392173 | 45.000 | 0.0002 | 0.025318 | 0.012500 | NO          | 2.270546  | 
814   | 4        | 0        | 0        | 4        | 16.511245  | 16.502389 | 59.000000 | 16.392310 | 45.000 | 0.0002 | 0.025318 | 0.012500 | NO          | 2.273055  | 
815   | 5        | 0        | 0        | 5        | 16.511245  | 16.497631 | 59.000000 | 16.393669 | 45.000 | 0.0002 | 0.025318 | 0.012500 | NO          | 2.275332  | 
816   | 6        | 0        | 0        | 6        | 16.511245  | 16.503716 | 0.000000  | 16.393806 | 45.000 | 0.0002 | 0.025318 | 0.012500 | NO          | 2.277486  | 
817   | 7        | 0        | 0        | 7        | 16.511245  | 16.497240 | 0.000000  | 16.398236 | 45.000 | 0.0002 | 0.025318 | 0.012500 | NO          | 2.279659  | 
818   | 0        | 1        | 0        | 0        | 16.524850  | 16.524850 | 59.000000 | 16.399335 | 45.000 | 0.0002 | 0.025318 | 0.012500 | NO          | 2.281867  | 
819   | 1        | 0        | 0        | 1        | 16.524850  | 16.495366 | 59.000000 | 16.400611 | 45.000 | 0.0003 | 0.027849 | 0.012500 | NO          | 2.283946  | 
820   | 2        | 0        | 0        | 2        | 16.524850  | 16.522865 | 0.000000  | 16.400764 | 45.000 | 0.0002 | 0.027849 | 0.012500 | NO          | 2.286053  | 
821   | 3        | 0        | 0        | 3        | 16.524850  | 16.516701 | 0.000000  | 16.406208 | 45.000 | 0.0002 | 0.027849 | 0.012500 | NO          | 2.288330  | 
822   | 0        | 1        | 0        | 0        | 16.569138  | 16.569138 | 59.000000 | 16.407339 | 45.000 | 0.0003 | 0.027849 | 0.012500 | NO          | 2.290535  | 
823   | 0        | 1        | 0        | 0        | 16.582173  | 16.582173 | 59.000000 | 16.409494 | 45.000 | 0.0003 | 0.030634 | 0.012500 | NO          | 2.292661  | 
824   | 1        | 0        | 0        | 1        | 16.582173  | 16.538280 | 0.000000  | 16.409655 | 45.000 | 0.0002 | 0.033698 | 0.012500 | NO          | 2.294735  | 
825   | 2        | 0        | 0        | 2        | 16.582173  | 16.530832 | 0.000000  | 16.415238 | 45.000 | 0.0002 | 0.033698 | 0.012500 | NO          | 2.296781  | 
826   | 3        | 0        | 0        | 3        | 16.582173  | 16.566178 | 59.000000 | 16.415427 | 45.000 | 0.0003 | 0.033698 | 0.012500 | NO          | 2.298852  | 
827   | 4        | 0        | 0        | 4        | 16.582173  | 16.559820 | 59.000000 | 16.417305 | 45.000 | 0.0003 | 0.033698 | 0.012500 | NO          | 2.301071  | 
828   | 5        | 0        | 0        | 5        | 16.582173  | 16.561062 | 0.000000  | 16.417485 | 45.000 | 0.0003 | 0.033698 | 0.012500 | NO          | 2.303246  | 
829   | 6        | 0        | 0        | 6        | 16.582173  | 16.552399 | 0.000000  | 16.423062 | 45.000 | 0.0002 | 0.033698 | 0.012500 | NO          | 2.305398  | 
830   | 7        | 0        | 0        | 7        | 16.582173  | 16.580812 | 59.000000 | 16.423607 | 45.000 | 0.0003 | 0.033698 | 0.012500 | NO          | 2.307531  | 
831   | 8        | 0        | 0        | 8        | 16.582173  | 16.566839 | 59.000000 | 16.425455 | 45.000 | 0.0003 | 0.033698 | 0.012500 | NO          | 2.309577  | 
832   | 9        | 0        | 0        | 9        | 16.582173  | 16.575260 | 0.000000  | 16.425642 | 45.000 | 0.0002 | 0.033698 | 0.012500 | NO          | 2.311602  | 
833   | 10       | 0        | 0        | 10       | 16.582173  | 16.566850 | 0.000000  | 16.431421 | 45.000 | 0.0002 | 0.033698 | 0.012500 | NO          | 2.313655  | 
834   | 0        | 1        | 0        | 0        | 16.621589  | 16.621589 | 59.000000 | 16.433445 | 45.000 | 0.0003 | 0.033698 | 0.012500 | NO          | 2.315948  | 
835   | 1        | 0        | 0        | 1        | 16.621589  | 16.587305 | 59.000000 | 16.435514 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.318152  | 
836   | 2        | 0        | 0        | 2        | 16.621589  | 16.586046 | 0.000000  | 16.435702 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.320407  | 
837   | 3        | 0        | 0        | 3        | 16.621589  | 16.578460 | 0.000000  | 16.442427 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.322565  | 
838   | 4        | 0        | 0        | 4        | 16.621589  | 16.591646 | 59.000000 | 16.443437 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.324628  | 
839   | 5        | 0        | 0        | 5        | 16.621589  | 16.558925 | 59.000000 | 16.445016 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.326645  | 
840   | 6        | 0        | 0        | 6        | 16.621589  | 16.600139 | 0.000000  | 16.445210 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.335560  | 
841   | 7        | 0        | 0        | 7        | 16.621589  | 16.591661 | 0.000000  | 16.451881 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.337840  | 
842   | 8        | 0        | 0        | 8        | 16.621589  | 16.604319 | 59.000000 | 16.453092 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.339924  | 
843   | 9        | 0        | 0        | 9        | 16.621589  | 16.565622 | 59.000000 | 16.454616 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.342041  | 
844   | 10       | 0        | 0        | 10       | 16.621589  | 16.604336 | 0.000000  | 16.454803 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.344116  | 
845   | 11       | 0        | 0        | 11       | 16.621589  | 16.595468 | 0.000000  | 16.460951 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.346133  | 
846   | 12       | 0        | 0        | 12       | 16.621589  | 16.582062 | 59.000000 | 16.461645 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.348176  | 
847   | 13       | 0        | 0        | 13       | 16.621589  | 16.554156 | 59.000000 | 16.462918 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.350236  | 
848   | 14       | 0        | 0        | 14       | 16.621589  | 16.603788 | 0.000000  | 16.463094 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.352250  | 
849   | 15       | 0        | 0        | 15       | 16.621589  | 16.595445 | 0.000000  | 16.469073 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.354324  | 
850   | 0        | 1        | 0        | 0        | 16.629648  | 16.629648 | 59.000000 | 16.470636 | 45.000 | 0.0003 | 0.037068 | 0.012500 | NO          | 2.356591  | 
851   | 1        | 0        | 0        | 1        | 16.629648  | 16.577332 | 59.000000 | 16.472070 | 45.000 | 0.0004 | 0.040774 | 0.012500 | NO          | 2.358640  | 
852   | 2        | 0        | 0        | 2        | 16.629648  | 16.612306 | 0.000000  | 16.472245 | 45.000 | 0.0003 | 0.040774 | 0.012500 | NO          | 2.360575  | 
853   | 3        | 0        | 0        | 3        | 16.629648  | 16.604172 | 0.000000  | 16.478399 | 45.000 | 0.0003 | 0.040774 | 0.012500 | NO          | 2.362690  | 
854   | 0        | 1        | 0        | 0        | 16.652724  | 16.652724 | 59.000000 | 16.480155 | 45.000 | 0.0004 | 0.040774 | 0.012500 | NO          | 2.364817  | 
855   | 1        | 0        | 0        | 1        | 16.652724  | 16.620507 | 59.000000 | 16.481986 | 45.000 | 0.0004 | 0.044852 | 0.012500 | NO          | 2.366770  | 
856   | 2        | 0        | 0        | 2        | 16.652724  | 16.641673 | 0.000000  | 16.482185 | 45.000 | 0.0003 | 0.044852 | 0.012500 | NO          | 2.368852  | 
857   | 3        | 0        | 0        | 3        | 16.652724  | 16.631591 | 0.000000  | 16.488887 | 45.000 | 0.0003 | 0.044852 | 0.012500 | NO          | 2.371172  | 
858   | 4        | 0        | 0        | 4        | 16.652724  | 16.586253 | 59.000000 | 16.488993 | 45.000 | 0.0004 | 0.044852 | 0.012500 | NO          | 2.373325  | 
859   | 5        | 0        | 0        | 5        | 16.652724  | 16.581940 | 59.000000 | 16.490246 | 45.000 | 0.0004 | 0.044852 | 0.012500 | NO          | 2.375374  | 
860   | 0        | 1        | 0        | 0        | 16.652834  | 16.652834 | 0.000000  | 16.490449 | 45.000 | 0.0003 | 0.044852 | 0.012500 | NO          | 2.377568  | 
861   | 1        | 0        | 0        | 1        | 16.652834  | 16.393258 | 0.000000  | 16.486507 | 45.000 | 0.0004 | 0.049337 | 0.012500 | NO          | 2.379674  | 
862   | 0        | 1        | 0        | 0        | 16.725772  | 16.725772 | 0.000000  | 16.486806 | 45.000 | 0.0005 | 0.049337 | 0.012500 | NO          | 2.381827  | 
863   | 0        | 1        | 0        | 0        | 16.793018  | 16.793018 | 0.000000  | 16.487189 | 45.000 | 0.0005 | 0.054271 | 0.012500 | NO          | 2.383983  | 
864   | 1        | 0        | 0        | 1        | 16.793018  | 16.691981 | 59.000000 | 16.487445 | 45.000 | 0.0005 | 0.059698 | 0.012500 | NO          | 2.386078  | 
865   | 2        | 0        | 0        | 2        | 16.793018  | 16.679132 | 59.000000 | 16.490532 | 45.000 | 0.0005 | 0.059698 | 0.012500 | NO          | 2.388195  | 
866   | 3        | 0        | 0        | 3        | 16.793018  | 16.638297 | 0.000000  | 16.490716 | 45.000 | 0.0004 | 0.059698 | 0.012500 | NO          | 2.390352  | 
867   | 4        | 0        | 0        | 4        | 16.793018  | 16.626914 | 0.000000  | 16.496765 | 45.000 | 0.0004 | 0.059698 | 0.012500 | NO          | 2.392379  | 
868   | 0        | 1        | 0        | 0        | 16.849974  | 16.849974 | 0.000000  | 16.497471 | 45.000 | 0.0005 | 0.059698 | 0.012500 | NO          | 2.394441  | 
869   | 0        | 1        | 0        | 0        | 16.907174  | 16.907174 | 0.000000  | 16.501987 | 45.000 | 0.0008 | 0.065667 | 0.012500 | NO          | 2.396502  | 
870   | 1        | 0        | 0        | 1        | 16.907174  | 16.702662 | 59.000000 | 16.502617 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.405128  | 
871   | 2        | 0        | 0        | 2        | 16.907174  | 16.653722 | 59.000000 | 16.504877 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.407367  | 
872   | 3        | 0        | 0        | 3        | 16.907174  | 16.617944 | 0.000000  | 16.505018 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.409371  | 
873   | 4        | 0        | 0        | 4        | 16.907174  | 16.594816 | 0.000000  | 16.508875 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.411361  | 
874   | 5        | 0        | 0        | 5        | 16.907174  | 16.774350 | 59.000000 | 16.509207 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.413292  | 
875   | 6        | 0        | 0        | 6        | 16.907174  | 16.756922 | 59.000000 | 16.512710 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.415168  | 
876   | 7        | 0        | 0        | 7        | 16.907174  | 16.640029 | 0.000000  | 16.512869 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.417120  | 
877   | 8        | 0        | 0        | 8        | 16.907174  | 16.615778 | 0.000000  | 16.517085 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.419137  | 
878   | 9        | 0        | 0        | 9        | 16.907174  | 16.631237 | 59.000000 | 16.517375 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.421058  | 
879   | 10       | 0        | 0        | 10       | 16.907174  | 16.600235 | 59.000000 | 16.518645 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.422911  | 
880   | 11       | 0        | 0        | 11       | 16.907174  | 16.639232 | 0.000000  | 16.518796 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.425119  | 
881   | 12       | 0        | 0        | 12       | 16.907174  | 16.616998 | 0.000000  | 16.522833 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.427062  | 
882   | 13       | 0        | 0        | 13       | 16.907174  | 16.680085 | 59.000000 | 16.524019 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.428849  | 
883   | 14       | 0        | 0        | 14       | 16.907174  | 16.577270 | 59.000000 | 16.524840 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.430688  | 
884   | 15       | 0        | 0        | 15       | 16.907174  | 16.646292 | 0.000000  | 16.524992 | 45.000 | 0.0008 | 0.072234 | 0.012500 | NO          | 2.432613  | 
885   | 16       | 0        | 0        | 16       | 16.907174  | 16.623340 | 0.000000  | 16.528916 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.434566  | 
886   | 17       | 0        | 0        | 17       | 16.907174  | 16.695797 | 59.000000 | 16.529707 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.436481  | 
887   | 18       | 0        | 0        | 18       | 16.907174  | 16.628390 | 59.000000 | 16.531195 | 45.000 | 0.0009 | 0.072234 | 0.012500 | NO          | 2.438524  | 
888   | 19       | 0        | 0        | 19       | 16.907174  | 16.649768 | 0.000000  | 16.531343 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.440440  | 
889   | 20       | 0        | 0        | 20       | 16.907174  | 16.627485 | 0.000000  | 16.535269 | 45.000 | 0.0007 | 0.072234 | 0.012500 | NO          | 2.442281  | 
890   | 21       | 0        | 0        | 1        | 16.907174  | 16.843409 | 59.000000 | 16.536362 | 45.000 | 0.0006 | 0.048397 | 0.012500 | NO          | 2.444126  | 
891   | 22       | 0        | 0        | 2        | 16.907174  | 16.808934 | 59.000000 | 16.540278 | 45.000 | 0.0006 | 0.048397 | 0.012500 | NO          | 2.445947  | 
892   | 23       | 0        | 0        | 3        | 16.907174  | 16.778809 | 0.000000  | 16.540576 | 45.000 | 0.0005 | 0.048397 | 0.012500 | NO          | 2.447745  | 
